,price,bedrooms,bathrooms,sqft_living,floors,sqft_above,sqft_basement,yr_built
1096,452000.0,4.0,2.0,1660,1.0,850,810,1945
1097,540000.0,3.0,1.75,1300,1.0,1300,0,1983
1098,246000.0,3.0,1.5,1780,1.0,1780,0,1953
1099,535000.0,2.0,1.0,1030,1.0,920,110,1939
1101,430000.0,3.0,1.0,1150,1.0,1150,0,1906
1102,520000.0,4.0,2.5,3290,2.0,3290,0,1992
1103,712000.0,4.0,2.5,3400,2.0,3400,0,2001
1104,450000.0,2.0,1.0,1200,1.0,1070,130,1940
1105,220000.0,4.0,2.5,2160,2.0,2160,0,1993
1106,525000.0,3.0,1.0,1450,1.0,950,500,1948
1107,1220000.0,4.0,2.5,3240,2.0,2060,1180,2008
1108,540000.0,3.0,2.0,1470,2.0,1000,470,2007
1109,600000.0,4.0,2.5,2360,2.0,2360,0,2001
1110,600000.0,3.0,2.25,2230,2.0,2230,0,1987
1111,625000.0,4.0,2.5,2630,2.0,2630,0,1986
1112,150000.0,3.0,1.0,1010,1.0,1010,0,1966
1113,389999.0,3.0,2.25,1445,2.0,1300,145,2003
1114,285000.0,3.0,1.75,2380,1.5,1320,1060,1935
1115,744000.0,4.0,2.75,2830,2.0,2830,0,1998
1116,700000.0,4.0,2.5,3010,2.0,3010,0,1996
1117,318989.0,4.0,2.25,2000,1.0,2000,0,1978
1118,556000.0,3.0,2.25,2020,2.0,2020,0,1998
1119,275000.0,3.0,2.5,2030,2.0,2030,0,1993
1120,430000.0,3.0,2.75,2550,2.0,2550,0,1994
1121,300000.0,2.0,1.0,970,1.0,970,0,1949
1122,396450.0,3.0,1.75,1540,1.0,1540,0,1967
1123,225000.0,2.0,1.0,1396,1.0,1396,0,1940
1124,700000.0,4.0,3.25,2780,2.0,2780,0,2006
1126,655000.0,4.0,3.5,2350,2.0,1670,680,1994
1127,1185000.0,3.0,2.25,2760,2.0,2760,0,1978
1129,413800.0,3.0,2.0,1440,1.0,1440,0,2007
1131,334990.0,4.0,2.5,2220,2.0,2220,0,2014
1133,1030000.0,3.0,4.0,3880,2.0,3700,180,2009
1134,1130000.0,4.0,3.25,3810,1.0,2680,1130,2007
1135,556000.0,3.0,3.0,1960,2.0,1600,360,2007
1136,360000.0,3.0,2.5,1530,3.0,1530,0,2009
1137,480000.0,4.0,2.25,3250,2.0,3250,0,1983
1138,324000.0,3.0,2.5,1750,2.0,1750,0,1994
1139,1050000.0,4.0,3.25,3440,2.0,3440,0,1983
1140,275000.0,1.0,0.75,1170,1.0,880,290,1962
1141,180000.0,3.0,1.0,870,1.0,870,0,1969
1142,749000.0,4.0,2.5,2930,2.0,2930,0,1998
1144,373500.0,2.0,1.0,800,1.0,800,0,1918
1145,770000.0,4.0,2.5,2350,2.0,2350,0,1987
1146,356000.0,2.0,1.75,1060,1.0,1060,0,1977
1147,625000.0,3.0,1.75,2060,1.0,1350,710,1984
1148,494400.0,2.0,1.75,1560,1.0,780,780,1904
1149,585000.0,4.0,1.75,3000,1.0,1500,1500,1950
1150,926300.0,3.0,1.5,1660,2.0,1660,0,1907
1151,600000.0,3.0,1.75,1650,1.0,1040,610,1908
1152,430000.0,4.0,3.0,3220,2.0,2450,770,1990
1153,307000.0,3.0,1.5,2320,1.0,2320,0,1976
1154,604700.0,4.0,2.75,2750,1.0,1720,1030,1981
1155,219900.0,3.0,1.0,910,1.0,910,0,1956
1156,270000.0,2.0,1.5,840,2.0,840,0,2005
1157,432000.0,3.0,2.25,1470,2.0,1090,380,2007
1159,361000.0,3.0,1.0,1100,1.5,1100,0,1922
1160,249950.0,2.0,1.0,940,1.0,940,0,1959
1161,320000.0,3.0,2.0,1110,1.0,1110,0,1978
1162,305000.0,4.0,1.75,2200,1.5,1400,800,1942
1163,503000.0,2.0,1.75,2860,1.0,1510,1350,1948
1164,235750.0,2.0,1.0,740,1.0,740,0,1938
1165,657000.0,4.0,1.75,2740,1.0,1370,1370,1954
1166,385000.0,3.0,1.0,1250,1.0,1250,0,1956
1167,389950.0,4.0,2.5,3140,2.0,3140,0,1991
1168,150000.0,2.0,1.0,820,1.0,820,0,1954
1169,254500.0,4.0,2.75,2570,2.0,1720,850,1998
1170,555000.0,4.0,2.25,2350,1.0,1430,920,1977
1171,1075000.0,4.0,3.0,3600,1.0,2100,1500,1976
1172,245000.0,4.0,2.0,1580,1.0,1040,540,1967
1173,319950.0,2.0,1.0,1070,1.0,1070,0,1949
1174,337000.0,3.0,1.0,1070,1.0,1070,0,1951
1175,492000.0,4.0,2.0,1640,2.0,1640,0,1907
1176,1170000.0,3.0,2.75,2890,2.0,2830,60,1987
1177,348580.0,3.0,1.0,1220,1.0,1220,0,1966
1178,180000.0,2.0,1.0,1400,1.0,900,500,1922
1179,400000.0,3.0,1.0,1040,1.0,1040,0,1942
1180,295000.0,4.0,2.0,980,1.0,980,0,1978
1181,910000.0,4.0,3.25,3340,1.5,2240,1100,1963
1183,431500.0,3.0,3.5,1900,2.0,1430,470,2008
1184,180000.0,4.0,1.5,1740,1.0,1020,720,1962
1185,677000.0,3.0,2.0,2000,1.0,1100,900,1916
1186,1180500.0,3.0,1.75,1610,1.0,1090,520,1973
1187,635700.0,4.0,2.5,3240,1.0,1860,1380,1977
1188,482000.0,5.0,2.25,2230,1.0,1320,910,1978
1189,168000.0,2.0,2.5,1160,2.0,1160,0,1998
1190,805000.0,4.0,2.75,2410,1.0,1410,1000,1950
1191,398000.0,2.0,1.0,590,1.5,590,0,1983
1192,665000.0,4.0,2.5,2600,2.0,2600,0,1996
1193,592500.0,4.0,3.0,2170,1.0,1370,800,1968
1194,940000.0,4.0,2.75,2080,1.5,2080,0,1912
1195,655000.0,4.0,2.5,2860,2.0,2860,0,1999
1196,622500.0,4.0,2.5,2980,2.0,2980,0,2000
1197,380000.0,2.0,2.5,1230,2.0,1060,170,2011
1198,648360.0,4.0,1.75,2260,1.0,1130,1130,1947
1199,432000.0,3.0,2.75,2200,1.0,1100,1100,1982
1200,1050000.0,4.0,2.5,3030,1.5,3030,0,1988
1201,353250.0,2.0,1.0,1060,2.0,1060,0,1979
1203,320000.0,3.0,2.25,998,2.0,798,200,2007
1204,349900.0,4.0,2.5,2052,2.0,2052,0,2014
1205,330000.0,4.0,3.5,3150,2.0,3150,0,2005
1206,408000.0,3.0,2.25,1950,1.0,1950,0,2006
1207,321000.0,3.0,2.25,1347,3.0,1347,0,2010
1208,1051000.0,4.0,3.75,3860,2.5,3860,0,2007
1210,359000.0,3.0,1.5,1360,3.0,1360,0,2008
1211,300000.0,5.0,2.5,2760,2.0,2760,0,2006
1212,380000.0,5.0,3.5,2420,2.0,2420,0,2013
1213,660000.0,3.0,2.5,2450,2.0,2450,0,2010
1214,355000.0,3.0,2.25,1280,3.0,1280,0,2005
1215,259000.0,3.0,2.5,1550,2.0,1550,0,2011
1216,353000.0,1.0,1.0,550,2.0,550,0,2008
1217,430000.0,2.0,2.5,1520,2.0,1240,280,2007
1218,460000.0,3.0,1.0,1670,1.5,1170,500,1939
1219,80000.0,1.0,0.75,430,1.0,430,0,1912
1220,782000.0,4.0,2.5,2380,2.0,2380,0,1991
1221,218000.0,3.0,1.0,960,1.0,960,0,1982
1222,325000.0,3.0,1.0,1920,1.0,1120,800,1952
1224,902000.0,4.0,2.25,2530,1.0,1570,960,1976
1225,556000.0,5.0,2.5,3840,2.0,3840,0,1991
1226,662990.0,3.0,1.75,1240,1.5,1240,0,1926
1227,225000.0,2.0,1.0,1300,1.5,1300,0,1975
1228,439950.0,4.0,2.5,2380,2.0,2380,0,2002
1229,175000.0,2.0,1.0,1300,1.0,1300,0,1958
1230,306000.0,2.0,1.0,780,1.0,780,0,1946
1231,235000.0,4.0,2.5,1810,1.0,1230,580,1970
1232,399500.0,3.0,1.75,2420,2.0,2420,0,1911
1233,478000.0,3.0,1.0,1280,1.5,1280,0,1910
1234,515000.0,2.0,1.0,1680,1.0,1140,540,1941
1235,550000.0,3.0,2.5,2510,2.0,2510,0,1992
1236,149000.0,3.0,1.0,1700,1.0,1700,0,1955
1237,526000.0,3.0,1.75,1680,1.0,960,720,1992
1238,527550.0,1.0,0.75,820,1.0,820,0,1999
1240,625000.0,3.0,2.5,2600,1.0,2600,0,1984
1241,950000.0,5.0,3.25,3400,2.0,3400,0,1999
1242,377691.0,5.0,1.75,2120,1.0,1320,800,1942
1243,648475.0,4.0,2.75,2250,1.0,1200,1050,1951
1244,383000.0,3.0,1.0,1800,1.0,1200,600,1942
1245,535000.0,3.0,2.5,2210,2.0,2210,0,1994
1246,449950.0,3.0,2.0,1560,2.0,1560,0,1923
1247,465425.0,4.0,2.75,2430,1.0,2430,0,1967
1248,675000.0,4.0,2.5,2560,2.0,2560,0,1987
1249,599000.0,3.0,2.75,1960,1.5,1410,550,1926
1250,416000.0,3.0,1.5,1110,1.0,1110,0,1963
1251,595000.0,2.0,1.5,1030,1.0,830,200,1924
1252,200000.0,4.0,1.0,1350,1.0,1350,0,1966
1253,402000.0,3.0,2.0,1540,2.0,1540,0,2005
1254,433000.0,4.0,1.75,1830,1.0,1010,820,1966
1255,275000.0,4.0,1.5,1930,2.0,1930,0,1979
1256,410000.0,3.0,2.0,1650,1.5,1650,0,1983
1257,554820.0,4.0,2.0,3510,1.0,2210,1300,1965
1258,1325000.0,4.0,3.0,3370,1.0,1860,1510,1988
1259,735000.0,3.0,2.5,2390,2.0,2390,0,1984
1260,607000.0,3.0,1.0,1230,1.0,1230,0,1951
1261,549900.0,4.0,3.0,2830,2.0,2830,0,1987
1262,258000.0,3.0,1.75,1620,1.0,1310,310,1988
1263,661254.0,4.0,4.0,2290,1.5,1690,600,1940
1264,945000.0,4.0,2.0,2840,1.0,1420,1420,1952
1266,132500.0,3.0,1.0,1080,1.0,1080,0,1967
1267,467100.0,3.0,1.75,1620,1.0,1190,430,1973
1269,641000.0,3.0,1.75,1620,1.0,940,680,1926
1270,350000.0,3.0,1.0,1010,1.0,1010,0,1947
1271,335000.0,4.0,2.5,1750,1.0,1240,510,1983
1273,440000.0,4.0,2.5,2560,1.0,1280,1280,1965
1274,464600.0,3.0,1.75,1120,1.5,1120,0,1925
1276,300000.0,2.0,1.0,1340,1.0,1340,0,1947
1277,670500.0,4.0,2.0,1590,1.0,1590,0,1951
1278,552000.0,3.0,1.0,1430,1.0,1080,350,1919
1279,244000.0,4.0,1.0,1450,1.0,1450,0,1943
1280,788600.0,4.0,2.75,3500,2.0,3500,0,2005
1281,445000.0,3.0,2.0,1630,1.0,1630,0,1987
1282,530000.0,4.0,1.75,1814,1.0,944,870,1951
1283,90000.0,2.0,1.0,580,1.0,580,0,1943
1284,585000.0,3.0,2.0,1670,1.5,1670,0,1931
1285,498000.0,2.0,2.0,1140,1.0,1140,0,1924
1286,379000.0,2.0,1.0,800,1.0,800,0,1940
1287,462000.0,3.0,1.75,1300,1.0,820,480,1919
1288,388000.0,4.0,2.5,2440,2.0,2440,0,1993
1289,255000.0,3.0,2.0,1490,1.5,1490,0,1984
1290,665000.0,3.0,2.75,1800,1.0,1320,480,1966
1291,550000.0,3.0,2.0,1830,1.0,1830,0,1959
1292,606000.0,3.0,1.0,1500,1.0,1000,500,1947
1293,334000.0,4.0,2.5,2210,1.0,1410,800,1965
1294,360000.0,3.0,2.0,1270,3.0,1270,0,2006
1295,235000.0,2.0,1.0,1140,1.5,1010,130,2007
1296,580000.0,3.0,2.5,1620,3.0,1470,150,2008
1297,355000.0,3.0,2.0,1220,3.0,1220,0,2007
1298,375000.0,2.0,2.5,750,2.0,750,0,2006
1299,372000.0,4.0,1.75,1960,1.0,1340,620,1979
1300,479000.0,3.0,1.0,1370,1.5,1370,0,1924
1303,501000.0,2.0,1.0,1010,1.0,1010,0,1924
1304,245000.0,3.0,1.75,1260,1.0,1260,0,1994
1305,496700.0,3.0,2.5,1740,2.0,1740,0,1989
1306,347000.0,4.0,1.5,2670,2.0,2670,0,1996
1307,199000.0,2.0,1.0,720,1.0,720,0,1943
1308,440500.0,3.0,2.5,2460,2.0,2460,0,2007
1309,820000.0,4.0,2.5,3670,2.0,3670,0,2005
1310,325000.0,4.0,3.5,2630,1.5,1640,990,1984
1311,195000.0,3.0,1.75,1570,1.0,1570,0,1991
1312,675000.0,3.0,3.0,2980,1.0,1820,1160,1981
1313,295000.0,3.0,2.5,1560,2.0,1560,0,2003
1314,355300.0,3.0,2.5,1620,1.0,1620,0,1955
1315,276000.0,3.0,1.0,1140,1.0,1140,0,1960
1316,460000.0,2.0,1.5,2730,1.0,1570,1160,1976
1317,880000.0,3.0,2.0,2130,1.0,2130,0,1989
1318,370000.0,3.0,2.5,1780,2.0,1780,0,2001
1319,346000.0,4.0,2.5,2100,2.0,2100,0,2009
1320,172500.0,3.0,1.0,1140,1.0,1140,0,1972
1321,379950.0,3.0,1.5,1690,1.0,1140,550,1956
1322,468000.0,2.0,1.0,1160,1.0,860,300,1942
1323,477000.0,4.0,2.75,1720,2.0,1720,0,1978
1324,529000.0,3.0,1.0,1210,1.5,1210,0,1924
1325,312000.0,3.0,1.5,1255,3.0,1255,0,2004
1326,326100.0,2.0,1.0,880,1.0,880,0,1942
1327,360000.0,3.0,1.0,1050,1.5,1050,0,1954
1328,438000.0,3.0,1.75,1650,1.0,1650,0,1961
1329,360000.0,3.0,1.0,1570,1.0,1570,0,1954
1330,1050000.0,4.0,2.5,2920,1.0,1470,1450,1921
1331,688000.0,4.0,3.0,3000,1.5,1970,1030,1913
1332,585000.0,3.0,1.75,1850,1.0,1850,0,1983
1333,265000.0,3.0,2.5,1440,1.0,1000,440,1983
1334,375000.0,3.0,1.75,1440,1.0,1440,0,1973
1335,326500.0,3.0,1.0,1810,2.0,1810,0,1970
1336,160000.0,2.0,1.0,1180,1.0,1180,0,1918
1338,735000.0,5.0,2.75,3390,2.0,3390,0,2004
1339,400000.0,2.0,1.0,1470,1.0,1470,0,1940
1340,800000.0,4.0,2.5,2680,1.0,1380,1300,1952
1341,949880.0,4.0,2.25,2290,2.0,2290,0,1978
1342,405000.0,3.0,1.75,1980,1.0,1310,670,1949
1343,399000.0,4.0,2.5,2870,2.0,2540,330,1979
1344,730001.0,3.0,2.0,1840,1.0,1010,830,1951
1346,260000.0,3.0,2.0,1630,1.0,1630,0,2003
1347,751750.0,2.0,2.0,1880,1.5,1880,0,1902
1348,325000.0,3.0,1.75,1780,1.0,1780,0,1983
1349,344950.0,4.0,2.0,2330,1.0,1400,930,1941
1350,457500.0,3.0,1.75,1840,1.0,1050,790,1925
1351,389000.0,5.0,2.0,2330,1.0,1190,1140,1962
1352,515000.0,4.0,2.5,3200,2.0,3200,0,2005
1353,732000.0,3.0,2.5,2330,2.0,1410,920,2004
1354,415000.0,3.0,2.25,1950,1.0,1350,600,1964
1356,535000.0,2.0,1.0,1040,1.0,1040,0,1951
1357,540000.0,4.0,4.25,1960,2.0,1960,0,1940
1358,525000.0,5.0,3.0,2750,1.5,1750,1000,1926
1359,570000.0,3.0,1.75,1930,1.0,1930,0,1977
1361,283200.0,4.0,2.5,1982,2.0,1982,0,2004
1362,1100000.0,3.0,2.75,2640,1.5,1750,890,1926
1363,830000.0,4.0,2.5,1850,1.0,1430,420,1978
1364,495000.0,4.0,2.25,1940,1.0,1430,510,1956
1365,292050.0,5.0,3.0,2840,1.0,1710,1130,2003
1366,415000.0,5.0,1.5,1900,1.0,1130,770,1961
1367,295832.0,5.0,1.0,1410,1.0,960,450,1955
1368,450000.0,4.0,2.5,2520,2.0,2520,0,1999
1370,857000.0,4.0,3.0,3720,2.0,3720,0,1991
1371,499950.0,3.0,3.5,1820,2.0,1430,390,2014
1372,465000.0,3.0,2.0,1560,1.0,1560,0,1967
1373,329000.0,3.0,1.0,1600,1.0,1150,450,1964
1374,475000.0,3.0,2.0,1230,1.0,1230,0,1984
1375,255000.0,3.0,1.0,960,1.0,960,0,1955
1376,435000.0,3.0,1.0,1270,1.5,1270,0,1928
1377,685000.0,3.0,2.5,2810,2.0,2810,0,2001
1378,715000.0,2.0,2.5,2160,1.0,2160,0,2002
1379,780000.0,3.0,3.0,2520,1.5,1560,960,1925
1380,345000.0,2.0,1.5,1180,2.0,990,190,2005
1381,355000.0,4.0,2.25,1810,2.0,1810,0,2003
1382,282000.0,3.0,2.5,1680,1.0,1240,440,1994
1383,244000.0,3.0,1.0,910,1.0,910,0,1971
1384,967500.0,3.0,3.75,3250,2.0,2370,880,1951
1385,375000.0,3.0,1.5,2000,1.0,1520,480,1965
1387,527500.0,3.0,1.75,2310,1.0,1760,550,1977
1388,994000.0,3.0,2.25,2510,1.5,1810,700,1932
1389,313000.0,3.0,1.75,1320,1.0,1320,0,1948
1390,587000.0,3.0,2.25,2370,2.0,2370,0,1979
1391,304000.0,3.0,1.0,900,1.0,900,0,1972
1392,675000.0,3.0,2.5,2540,2.0,2540,0,1940
1393,305000.0,4.0,1.0,2100,1.0,1050,1050,1968
1394,280000.0,3.0,1.0,1200,1.0,920,280,1943
1395,960000.0,5.0,4.0,3720,2.0,3720,0,2005
1396,500000.0,3.0,2.25,1760,2.0,1760,0,1988
1397,274950.0,3.0,1.75,1670,1.0,1320,350,1987
1398,455600.0,3.0,2.5,2420,2.0,2420,0,1998
1399,970000.0,5.0,3.0,3480,2.0,3480,0,1964
1400,312900.0,4.0,2.5,1630,2.0,1630,0,2003
1401,535000.0,4.0,2.5,2340,2.0,2340,0,1921
1402,427000.0,2.0,1.0,920,1.0,920,0,1910
1403,405000.0,2.0,1.0,910,1.0,910,0,1942
1404,480000.0,3.0,1.0,1150,1.0,1150,0,1943
1405,725000.0,3.0,1.5,2500,1.5,1450,1050,1940
1406,293000.0,4.0,2.5,3250,1.0,3250,0,1973
1407,268000.0,4.0,2.0,1930,1.0,1030,900,1967
1408,475000.0,4.0,3.5,3400,2.0,2500,900,1991
1409,488000.0,3.0,2.5,1590,3.0,1590,0,1985
1410,760000.0,4.0,2.5,3330,2.0,3330,0,2009
1412,754950.0,3.0,2.5,2610,2.0,2610,0,2014
1413,263900.0,3.0,2.5,1658,2.0,1658,0,2014
1414,460000.0,3.0,3.5,1600,2.0,1240,360,2006
1415,399950.0,3.0,3.0,1296,3.0,1296,0,2009
1416,370000.0,2.0,2.25,1280,2.0,1080,200,2009
1418,450800.0,4.0,3.25,2510,2.0,2510,0,2009
1419,627000.0,3.0,3.5,2710,2.0,1650,1060,2005
1420,495000.0,3.0,2.5,1750,3.0,1750,0,2013
1421,310000.0,3.0,1.0,1430,1.5,1430,0,1927
1422,550000.0,4.0,1.0,1660,1.0,930,730,1933
1423,215000.0,2.0,1.0,1320,1.0,1320,0,1943
1424,799000.0,4.0,3.0,2580,2.0,2580,0,1984
1425,630000.0,4.0,2.5,2740,2.0,2740,0,1993
1426,267000.0,3.0,2.5,2495,2.0,2495,0,2007
1428,365000.0,3.0,1.5,1300,1.0,1300,0,1963
1429,544500.0,4.0,2.5,2230,1.0,1450,780,1974
1430,599000.0,4.0,2.75,2020,1.0,1010,1010,1917
1431,815000.0,4.0,2.25,2000,2.0,2000,0,2001
1432,254000.0,2.0,1.0,1060,1.0,1060,0,1952
1433,740000.0,2.0,1.75,2080,1.0,1080,1000,1923
1434,225000.0,3.0,2.0,2030,1.0,1220,810,1979
1435,925000.0,3.0,2.5,2690,2.0,1840,850,1943
1436,1285000.0,4.0,2.5,3240,1.0,2260,980,1946
1437,537000.0,3.0,2.5,1550,2.0,1550,0,1999
1438,335000.0,4.0,2.0,1480,1.0,740,740,1910
1439,840000.0,4.0,2.75,3040,2.0,2100,940,1906
1440,224000.0,3.0,1.5,1560,1.0,1040,520,1964
1441,395000.0,3.0,2.5,2250,2.0,2250,0,2006
1442,450000.0,3.0,1.0,1100,1.0,1100,0,1917
1443,681000.0,3.0,1.0,1700,1.5,1700,0,1907
1444,898000.0,5.0,1.5,2680,1.0,1450,1230,1963
1445,370000.0,3.0,1.0,800,1.0,800,0,1908
1446,429000.0,2.0,1.75,1350,1.0,1350,0,2005
1447,150000.0,3.0,1.0,820,1.5,820,0,1910
1448,555000.0,3.0,2.5,3160,2.0,2650,510,2006
1449,326000.0,3.0,2.75,1720,1.0,1720,0,1958
1450,225000.0,3.0,2.5,1680,2.0,1680,0,1994
1451,245100.0,3.0,1.75,1300,1.0,1300,0,1996
1452,665000.0,3.0,2.5,2190,2.0,2190,0,1987
1453,535000.0,3.0,2.5,1720,2.0,1720,0,1994
1454,305000.0,3.0,1.0,1160,1.0,1160,0,1968
1456,215000.0,3.0,1.75,1210,1.0,1210,0,1983
1457,432500.0,3.0,1.75,1980,1.0,1270,710,1965
1458,655000.0,4.0,2.5,2990,2.0,2990,0,2003
1459,266200.0,3.0,1.5,1430,1.0,1430,0,1966
1460,244615.0,3.0,2.5,2060,2.0,2060,0,1999
1461,460000.0,4.0,3.0,2230,2.0,2230,0,1991
1462,370000.0,4.0,2.5,3090,2.0,3090,0,1995
1464,1175000.0,3.0,2.5,1970,1.0,1100,870,1937
1465,189000.0,2.0,2.0,1700,1.0,850,850,1927
1466,820000.0,3.0,2.5,2510,2.0,2510,0,1995
1469,438750.0,3.0,1.75,1610,1.0,1610,0,1947
1470,1210000.0,4.0,2.75,3650,2.0,2530,1120,1951
1471,600000.0,4.0,2.0,2510,1.0,2510,0,1960
1472,589000.0,3.0,1.0,1110,1.5,1110,0,1932
1473,590000.0,3.0,2.0,1650,2.0,1650,0,1926
1474,479900.0,3.0,2.0,1980,1.0,1980,0,1994
1475,210000.0,2.0,1.5,880,2.0,880,0,2007
1476,745000.0,3.0,1.75,1490,1.0,1140,350,1947
1477,840500.0,3.0,2.0,2520,1.5,1410,1110,1906
1478,420000.0,3.0,1.75,1820,1.0,1250,570,1977
1480,840000.0,4.0,2.5,3420,2.0,3420,0,2000
1481,681716.0,4.0,2.5,3150,2.0,3150,0,2006
1482,600000.0,3.0,1.75,1580,1.0,1150,430,1967
1483,380000.0,3.0,2.0,1660,1.0,1660,0,1949
1484,168500.0,3.0,1.0,1100,1.0,1100,0,1969
1485,355000.0,2.0,1.0,1270,1.0,960,310,1920
1486,277000.0,4.0,1.0,1450,1.0,990,460,1964
1487,236000.0,4.0,2.25,1830,1.0,1200,630,1989
1488,270000.0,3.0,1.75,1300,1.0,650,650,1918
1489,700000.0,2.0,1.75,2320,1.5,1720,600,1925
1490,425000.0,4.0,2.75,1680,1.0,1080,600,1979
1491,635000.0,3.0,2.5,2300,1.5,2000,300,1921
1492,510250.0,3.0,1.75,1400,1.0,870,530,1951
1493,960000.0,4.0,2.25,2410,2.0,1800,610,1929
1494,254000.0,3.0,2.0,1480,1.0,1480,0,1992
1495,299000.0,3.0,1.0,1390,1.5,1390,0,1954
1496,175000.0,2.0,1.0,830,1.0,830,0,1996
1497,157500.0,2.0,1.0,740,1.0,740,0,1949
1498,580000.0,5.0,2.0,1940,1.0,970,970,1945
1499,124740.0,3.0,1.0,1340,1.0,1340,0,1978
1501,285000.0,2.0,1.0,800,1.0,800,0,1954
1502,242000.0,3.0,1.75,1310,1.0,1310,0,1979
1503,840000.0,4.0,1.75,2330,2.0,1300,1030,1924
1504,474800.0,2.0,3.25,1400,3.0,1400,0,2000
1505,490000.0,4.0,2.5,2360,2.0,2360,0,2003
1506,465000.0,3.0,2.25,1840,2.0,1840,0,2003
1507,515000.0,4.0,2.5,2680,2.0,2680,0,2004
1508,430000.0,3.0,3.75,3890,1.0,2390,1500,1943
1509,253400.0,3.0,2.0,1400,1.0,1400,0,1968
1510,355000.0,3.0,2.5,2400,1.0,2400,0,1990
1511,740000.0,4.0,2.25,2920,2.0,2920,0,1998
1512,186950.0,2.0,2.0,1390,2.0,1390,0,1986
1513,306000.0,3.0,2.5,1680,2.0,1680,0,1984
1514,510000.0,4.0,1.5,2040,1.0,1020,1020,1961
1515,345000.0,2.0,1.0,1080,1.0,1080,0,1940
1516,875000.0,3.0,2.75,2280,1.0,1280,1000,1917
1519,499950.0,4.0,2.5,2798,2.0,2798,0,2012
1520,739000.0,3.0,2.5,2810,2.0,2810,0,2005
1521,363000.0,4.0,2.5,3753,2.0,3336,417,2008
1522,782000.0,4.0,3.5,3910,2.0,3130,780,2007
1523,325000.0,2.0,2.5,1050,2.0,1050,0,2005
1524,485000.0,4.0,1.0,1600,1.5,1600,0,1916
1525,452000.0,4.0,2.25,2590,1.0,1340,1250,1968
1526,264950.0,4.0,2.25,1720,1.0,1120,600,1978
1528,267500.0,3.0,1.75,1590,1.0,1090,500,1957
1529,565000.0,4.0,2.5,2440,2.0,2440,0,1996
1530,535000.0,3.0,2.5,1360,3.0,1310,50,2003
1531,389000.0,2.0,1.0,910,1.0,910,0,1952
1532,400000.0,4.0,1.5,1390,1.0,1140,250,1965
1533,264000.0,3.0,1.5,1470,1.0,1470,0,1958
1534,690000.0,4.0,2.5,2920,2.0,2920,0,1990
1535,412000.0,3.0,1.75,1950,1.0,1950,0,1985
1536,695000.0,3.0,2.5,2390,2.0,2390,0,2006
1537,246500.0,3.0,1.5,1270,1.0,1270,0,1964
1538,230000.0,2.0,1.0,950,1.0,950,0,1958
1539,302000.0,2.0,1.0,900,1.0,900,0,1925
1540,820000.0,4.0,2.25,2280,1.5,1960,320,1940
1541,145000.0,3.0,1.0,1010,1.0,1010,0,1954
1542,436500.0,2.0,1.0,1260,1.0,1040,220,1951
1544,672000.0,3.0,2.5,2620,2.0,2620,0,1992
1545,680000.0,3.0,2.25,2330,1.5,1520,810,1927
1546,750500.0,5.0,3.0,2170,1.5,1450,720,1911
1547,550000.0,5.0,2.0,2450,1.0,1240,1210,1900
1548,266500.0,4.0,1.75,1880,1.0,1180,700,1978
1549,619000.0,4.0,2.0,2300,1.5,1550,750,1915
1550,405000.0,3.0,2.0,1240,1.0,1240,0,1988
1551,300000.0,2.0,1.0,820,1.0,820,0,1916
1552,231000.0,4.0,2.0,1530,2.0,1530,0,1942
1553,790000.0,5.0,3.25,2900,1.0,1890,1010,1967
1554,400000.0,4.0,2.75,1240,1.0,800,440,1987
1556,450000.0,4.0,2.0,2240,1.0,1120,1120,1956
1557,595000.0,3.0,2.0,1480,1.0,750,730,1928
1558,332000.0,3.0,2.25,2270,1.0,1380,890,1977
1559,155000.0,3.0,1.0,1250,1.0,1030,220,1949
1560,400000.0,5.0,2.0,1930,1.0,1020,910,1962
1561,349000.0,4.0,1.75,1700,1.0,1120,580,1981
1562,529000.0,3.0,1.0,1590,1.0,1590,0,1944
1563,405000.0,5.0,1.75,1880,1.0,960,920,1963
1564,635200.0,4.0,1.75,1640,1.0,920,720,1921
1565,540000.0,3.0,1.5,2600,1.0,1400,1200,1940
1566,402000.0,2.0,1.0,710,2.0,710,0,1943
1568,329932.0,3.0,1.5,1460,1.0,1100,360,1971
1569,300000.0,3.0,2.5,2080,2.0,2080,0,1989
1570,525000.0,5.0,2.5,2630,2.0,2630,0,2003
1572,602500.0,4.0,2.5,2760,2.0,2760,0,1999
1573,400000.0,4.0,2.0,1670,1.0,1670,0,1955
1574,445000.0,4.0,1.75,1990,1.5,1190,800,1944
1575,525000.0,3.0,3.0,2600,1.5,1890,710,1989
1576,395000.0,2.0,1.0,1320,1.5,1320,0,1909
1577,510000.0,3.0,1.5,2240,2.0,1370,870,1929
1578,723000.0,4.0,2.25,1960,1.0,1290,670,1959
1579,503000.0,3.0,2.0,2590,2.0,1980,610,1988
1580,672500.0,4.0,2.75,2620,2.0,2620,0,2000
1581,860000.0,3.0,2.5,2770,2.0,2770,0,1991
1582,475300.0,3.0,1.0,2110,1.0,1110,1000,1924
1583,295000.0,4.0,2.5,2290,2.0,2290,0,2001
1585,250000.0,2.0,1.0,1110,1.0,1110,0,1951
1586,658000.0,4.0,2.75,3310,2.0,3310,0,2008
1587,83000.0,2.0,1.0,900,1.0,900,0,1918
